track_id,type_position,type,position,upper_lower,event_start_s,event_end_s,noisy,fold_conf_1,fold_conf_2,fold_conf_3,fold_conf_4,fold_conf_5,fold_conf_6
18001,HH-S4A-R3E,HH,S4A-R3E,upper,1.72,2.4,0,2,test,2,2,2,2
18002,HH-S4A-R3E,HH,S4A-R3E,upper,1.9,2.6,0,3,test,3,3,3,3
18003,HH-S4A-R3E,HH,S4A-R3E,upper,1.85,2.6,0,4,test,4,4,4,4
18004,HH-S4A-R3E,HH,S4A-R3E,upper,1.95,2.6,0,5,test,5,5,5,5
18005,HH-S4A-R3E,HH,S4A-R3E,upper,2.05,2.8,0,1,test,1,1,1,1
18006,HH-S4A-R3E,HH,S4A-R3E,upper,1.6,2.25,0,2,test,2,2,2,2
18007,HH-S4A-R3E,HH,S4A-R3E,upper,1.72,2.4,0,3,test,3,3,3,3
18008,HH-S4A-R3E,HH,S4A-R3E,upper,1.62,2.4,0,4,test,4,4,4,4
18009,HH-S4A-R3E,HH,S4A-R3E,upper,1.9,2.6,0,5,test,5,5,5,5
18010,HH-S4A-R3E,HH,S4A-R3E,upper,1.15,1.85,1,1,test,1,1,1,1
18011,HH-S4A-R3E,HH,S4A-R3E,upper,1,1.65,0,2,test,2,2,2,2
18012,HH-S4A-R3E,HH,S4A-R3E,upper,1.8,2.45,0,3,test,3,3,3,3
18013,HH-S4A-R3E,HH,S4A-R3E,upper,1.55,2.2,0,4,test,4,4,4,4
18014,HH-S4A-R3E,HH,S4A-R3E,upper,1.31,2,0,5,test,5,5,5,5
18015,HH-S4A-R3E,HH,S4A-R3E,upper,1.32,2.6,0,1,test,1,1,1,1
18016,HH-S4A-R3E,HH,S4A-R3E,upper,2.05,2.7,0,2,test,2,2,2,2
18017,HH-S4A-R3E,HH,S4A-R3E,upper,1.65,2.3,0,3,test,3,3,3,3
18018,HH-S4A-R3E,HH,S4A-R3E,upper,1.35,2,0,4,test,4,4,4,4
18019,HH-S4A-R3E,HH,S4A-R3E,upper,1.7,2.3,0,5,test,5,5,5,5
18020,HH-S4A-R3E,HH,S4A-R3E,upper,2.15,2.8,0,1,test,1,1,1,1
18021,HH-S4A-R3E,HH,S4A-R3E,upper,1.6,2.25,0,2,test,2,2,2,2
18022,HH-S4A-R3E,HH,S4A-R3E,upper,1.65,2.3,0,3,test,3,3,3,3
18023,HH-S4A-R3E,HH,S4A-R3E,upper,1.85,2.5,0,4,test,4,4,4,4
18024,HH-S4A-R3E,HH,S4A-R3E,upper,1.85,2.4,0,5,test,5,5,5,5
18025,HH-S4A-R3E,HH,S4A-R3E,upper,1.58,2.15,0,1,test,1,1,1,1
18026,HH-S4A-R3E,HH,S4A-R3E,upper,1.85,2.45,0,2,test,2,2,2,2
18027,HH-S4A-R3E,HH,S4A-R3E,upper,1.6,2.3,0,3,test,3,3,3,3
18028,HH-S4A-R3E,HH,S4A-R3E,upper,2.05,2.75,0,4,test,4,4,4,4
18029,HH-S4A-R3E,HH,S4A-R3E,upper,2.35,3.15,0,5,test,5,5,5,5
18030,HH-S4A-R3E,HH,S4A-R3E,upper,1.82,2.4,0,1,test,1,1,1,1
18031,HH-S4A-R3E,HH,S4A-R3E,upper,1.72,2.4,0,2,test,2,2,2,2
18032,HH-S4A-R3E,HH,S4A-R3E,upper,1.95,2.6,0,3,test,3,3,3,3
18033,HH-S4A-R3E,HH,S4A-R3E,upper,1.85,2.6,0,4,test,4,4,4,4
18034,HH-S4A-R3E,HH,S4A-R3E,upper,1.55,2.2,0,5,test,5,5,5,5
18035,HH-S4A-R3E,HH,S4A-R3E,upper,1.52,2.2,0,1,test,1,1,1,1
18036,HH-S4A-R3E,HH,S4A-R3E,upper,1.1,1.65,0,2,test,2,2,2,2
18037,HH-S4A-R3E,HH,S4A-R3E,upper,2,2.55,0,3,test,3,3,3,3
18038,HH-S4A-R3E,HH,S4A-R3E,upper,1.48,2.1,0,4,test,4,4,4,4
18039,HH-S4A-R3E,HH,S4A-R3E,upper,1.8,2.6,0,5,test,5,5,5,5
18040,HH-S4A-R3E,HH,S4A-R3E,upper,1.8,2.4,0,1,test,1,1,1,1
18041,HH-S4A-R3E,HH,S4A-R3E,upper,1.5,2.2,0,2,test,2,2,2,2
18042,HH-S4A-R3E,HH,S4A-R3E,upper,1.7,2.3,0,3,test,3,3,3,3
18043,HH-S4A-R3E,HH,S4A-R3E,upper,1.65,2.2,0,4,test,4,4,4,4
18044,HH-S4A-R3E,HH,S4A-R3E,upper,2,2.6,1,5,test,5,5,5,5
18045,HH-S4A-R3E,HH,S4A-R3E,upper,1.15,1.8,1,1,test,1,1,1,1
18046,HH-S4A-R3E,HH,S4A-R3E,upper,1.66,2.4,0,2,test,2,2,2,2
18047,HH-S4A-R3E,HH,S4A-R3E,upper,1.4,2.1,0,3,test,3,3,3,3
18048,HH-S4A-R3E,HH,S4A-R3E,upper,1.92,2.6,0,4,test,4,4,4,4
18049,HH-S4A-R3E,HH,S4A-R3E,upper,1.52,2.2,0,5,test,5,5,5,5
18050,HH-S4A-R3E,HH,S4A-R3E,upper,1.5,2.2,0,1,test,1,1,1,1
18051,HH-S4A-R3E,HH,S4A-R3E,upper,2.2,2.8,0,2,test,2,2,2,2
18052,HH-S4A-R3E,HH,S4A-R3E,upper,1.68,2.3,0,3,test,3,3,3,3
18053,HH-S4A-R3E,HH,S4A-R3E,upper,1.78,2.4,0,4,test,4,4,4,4
18054,HH-S4A-R3E,HH,S4A-R3E,upper,1.8,2.4,0,5,test,5,5,5,5
18055,HH-S4A-R3E,HH,S4A-R3E,upper,2.55,3.2,0,1,test,1,1,1,1
18056,HH-S4A-R3E,HH,S4A-R3E,upper,1.26,1.85,0,2,test,2,2,2,2
18057,HH-S4A-R3E,HH,S4A-R3E,upper,1.4,2,0,3,test,3,3,3,3
18058,HH-S4A-R3E,HH,S4A-R3E,upper,1.55,2.2,0,4,test,4,4,4,4
18059,HH-S4A-R3E,HH,S4A-R3E,upper,1.6,2.2,0,5,test,5,5,5,5
19000,CD-S4A-R3E,CD,S4A-R3E,upper,1.1,3.6,0,1,test,1,1,1,1
19001,CD-S4A-R3E,CD,S4A-R3E,upper,0.98,3.4,0,2,test,2,2,2,2
19002,CD-S4A-R3E,CD,S4A-R3E,upper,0.65,3.2,0,3,test,3,3,3,3
19003,CD-S4A-R3E,CD,S4A-R3E,upper,1.5,3.5,0,4,test,4,4,4,4
19004,CD-S4A-R3E,CD,S4A-R3E,upper,2.1,4.1,0,5,test,5,5,5,5
19005,CD-S4A-R3E,CD,S4A-R3E,upper,1.25,4.6,0,1,test,1,1,1,1
19006,CD-S4A-R3E,CD,S4A-R3E,upper,2.05,3.95,0,2,test,2,2,2,2
19007,CD-S4A-R3E,CD,S4A-R3E,upper,1.5,3.85,0,3,test,3,3,3,3
19008,CD-S4A-R3E,CD,S4A-R3E,upper,1.55,4.35,0,4,test,4,4,4,4
19009,CD-S4A-R3E,CD,S4A-R3E,upper,0.72,3.15,0,5,test,5,5,5,5
19010,CD-S4A-R3E,CD,S4A-R3E,upper,1.15,3.45,0,1,test,1,1,1,1
19011,CD-S4A-R3E,CD,S4A-R3E,upper,1.6,3.75,0,2,test,2,2,2,2
19012,CD-S4A-R3E,CD,S4A-R3E,upper,1.65,3.95,0,3,test,3,3,3,3
19013,CD-S4A-R3E,CD,S4A-R3E,upper,1.5,3.55,0,4,test,4,4,4,4
19014,CD-S4A-R3E,CD,S4A-R3E,upper,1.25,3.4,0,5,test,5,5,5,5
19015,CD-S4A-R3E,CD,S4A-R3E,upper,1.2,3.1,1,1,test,1,1,1,1
19016,CD-S4A-R3E,CD,S4A-R3E,upper,0.8,3.5,0,2,test,2,2,2,2
19017,CD-S4A-R3E,CD,S4A-R3E,upper,0.85,3.3,1,3,test,3,3,3,3
19018,CD-S4A-R3E,CD,S4A-R3E,upper,1.55,3.9,1,4,test,4,4,4,4
19019,CD-S4A-R3E,CD,S4A-R3E,upper,1.4,3.8,0,5,test,5,5,5,5
19020,CD-S4A-R3E,CD,S4A-R3E,upper,0.85,3.2,0,1,test,1,1,1,1
19021,CD-S4A-R3E,CD,S4A-R3E,upper,1.75,4.2,0,2,test,2,2,2,2
19022,CD-S4A-R3E,CD,S4A-R3E,upper,1,3.4,0,3,test,3,3,3,3
19023,CD-S4A-R3E,CD,S4A-R3E,upper,1.35,4,0,4,test,4,4,4,4
19024,CD-S4A-R3E,CD,S4A-R3E,upper,1.15,3.85,0,5,test,5,5,5,5
19025,CD-S4A-R3E,CD,S4A-R3E,upper,1.35,3.2,0,1,test,1,1,1,1
19026,CD-S4A-R3E,CD,S4A-R3E,upper,1.15,3.4,0,2,test,2,2,2,2
19027,CD-S4A-R3E,CD,S4A-R3E,upper,1.7,3.8,0,3,test,3,3,3,3
19028,CD-S4A-R3E,CD,S4A-R3E,upper,0.85,4.4,0,4,test,4,4,4,4
19029,CD-S4A-R3E,CD,S4A-R3E,upper,1.1,2.25,0,5,test,5,5,5,5
19030,CD-S4A-R3E,CD,S4A-R3E,upper,2.25,4.45,0,1,test,1,1,1,1
19031,CD-S4A-R3E,CD,S4A-R3E,upper,1.42,3.2,0,2,test,2,2,2,2
19032,CD-S4A-R3E,CD,S4A-R3E,upper,1.72,3.9,0,3,test,3,3,3,3
19033,CD-S4A-R3E,CD,S4A-R3E,upper,1.2,4.1,0,4,test,4,4,4,4
19034,CD-S4A-R3E,CD,S4A-R3E,upper,0.96,3.9,0,5,test,5,5,5,5
19035,CD-S4A-R3E,CD,S4A-R3E,upper,1.4,3.6,0,1,test,1,1,1,1
19036,CD-S4A-R3E,CD,S4A-R3E,upper,0.9,2.95,0,2,test,2,2,2,2
19037,CD-S4A-R3E,CD,S4A-R3E,upper,1.45,3.35,0,3,test,3,3,3,3
19038,CD-S4A-R3E,CD,S4A-R3E,upper,1.8,4.15,0,4,test,4,4,4,4
19039,CD-S4A-R3E,CD,S4A-R3E,upper,1.35,3.8,0,5,test,5,5,5,5
19040,CD-S4A-R3E,CD,S4A-R3E,upper,1.25,3.8,0,1,test,1,1,1,1
19041,CD-S4A-R3E,CD,S4A-R3E,upper,1.85,4.3,0,2,test,2,2,2,2
19042,CD-S4A-R3E,CD,S4A-R3E,upper,1.7,4.1,0,3,test,3,3,3,3
19043,CD-S4A-R3E,CD,S4A-R3E,upper,1.7,3.8,0,4,test,4,4,4,4
19044,CD-S4A-R3E,CD,S4A-R3E,upper,1.45,3,0,5,test,5,5,5,5
19045,CD-S4A-R3E,CD,S4A-R3E,upper,1.3,3.05,0,1,test,1,1,1,1
19046,CD-S4A-R3E,CD,S4A-R3E,upper,1.2,3.2,0,2,test,2,2,2,2
19047,CD-S4A-R3E,CD,S4A-R3E,upper,1.57,4,0,3,test,3,3,3,3
19048,CD-S4A-R3E,CD,S4A-R3E,upper,1.05,4.25,0,4,test,4,4,4,4
19049,CD-S4A-R3E,CD,S4A-R3E,upper,0.95,3.45,0,5,test,5,5,5,5
19050,CD-S4A-R3E,CD,S4A-R3E,upper,2.8,4.55,0,1,test,1,1,1,1
19051,CD-S4A-R3E,CD,S4A-R3E,upper,2,3.1,0,2,test,2,2,2,2
19052,CD-S4A-R3E,CD,S4A-R3E,upper,1.25,3.4,0,3,test,3,3,3,3
19053,CD-S4A-R3E,CD,S4A-R3E,upper,1.5,3.6,0,4,test,4,4,4,4
19054,CD-S4A-R3E,CD,S4A-R3E,upper,1.35,3.5,0,5,test,5,5,5,5
19055,CD-S4A-R3E,CD,S4A-R3E,upper,1.5,3.65,0,1,test,1,1,1,1
19056,CD-S4A-R3E,CD,S4A-R3E,upper,0.65,3.65,1,2,test,2,2,2,2
19057,CD-S4A-R3E,CD,S4A-R3E,upper,1.45,4.2,0,3,test,3,3,3,3
19058,CD-S4A-R3E,CD,S4A-R3E,upper,5.15,7.25,0,4,test,4,4,4,4
19059,CD-S4A-R3E,CD,S4A-R3E,upper,0.8,3.3,0,5,test,5,5,5,5
20000,MB-S4B-R3E,MB,S4B-R3E,upper,2.7,3.2,1,1,1,test,1,1,1
20001,MB-S4B-R3E,MB,S4B-R3E,upper,1.65,2.2,0,2,2,test,2,2,2
20002,MB-S4B-R3E,MB,S4B-R3E,upper,2.5,3.2,0,3,3,test,3,3,3
20003,MB-S4B-R3E,MB,S4B-R3E,upper,3.8,4.4,0,4,4,test,4,4,4
20004,MB-S4B-R3E,MB,S4B-R3E,upper,2.95,3.6,0,5,5,test,5,5,5
20005,MB-S4B-R3E,MB,S4B-R3E,upper,2.5,3.05,0,1,1,test,1,1,1
20006,MB-S4B-R3E,MB,S4B-R3E,upper,2.5,3.2,0,2,2,test,2,2,2
20007,MB-S4B-R3E,MB,S4B-R3E,upper,2.32,2.95,0,3,3,test,3,3,3
20008,MB-S4B-R3E,MB,S4B-R3E,upper,3.55,4.3,1,4,4,test,4,4,4
20009,MB-S4B-R3E,MB,S4B-R3E,upper,2.75,3.45,0,5,5,test,5,5,5
20010,MB-S4B-R3E,MB,S4B-R3E,upper,2.3,2.8,0,1,1,test,1,1,1
20011,MB-S4B-R3E,MB,S4B-R3E,upper,2.65,3.25,0,2,2,test,2,2,2
20012,MB-S4B-R3E,MB,S4B-R3E,upper,2.9,3.55,0,3,3,test,3,3,3
20013,MB-S4B-R3E,MB,S4B-R3E,upper,2.75,3.4,0,4,4,test,4,4,4
20014,MB-S4B-R3E,MB,S4B-R3E,upper,1.52,2.15,0,5,5,test,5,5,5
20015,MB-S4B-R3E,MB,S4B-R3E,upper,2.15,2.8,0,1,1,test,1,1,1
20016,MB-S4B-R3E,MB,S4B-R3E,upper,2.9,3.6,0,2,2,test,2,2,2
20017,MB-S4B-R3E,MB,S4B-R3E,upper,2.35,3,0,3,3,test,3,3,3
20018,MB-S4B-R3E,MB,S4B-R3E,upper,2.7,3.4,0,4,4,test,4,4,4
20019,MB-S4B-R3E,MB,S4B-R3E,upper,2.6,3.2,0,5,5,test,5,5,5
20020,MB-S4B-R3E,MB,S4B-R3E,upper,2.35,3.05,0,1,1,test,1,1,1
20021,MB-S4B-R3E,MB,S4B-R3E,upper,2.6,3.25,0,2,2,test,2,2,2
20022,MB-S4B-R3E,MB,S4B-R3E,upper,2.6,3.4,1,3,3,test,3,3,3
20023,MB-S4B-R3E,MB,S4B-R3E,upper,2.32,3,0,4,4,test,4,4,4
20024,MB-S4B-R3E,MB,S4B-R3E,upper,2.75,3.4,0,5,5,test,5,5,5
20025,MB-S4B-R3E,MB,S4B-R3E,upper,2.98,3.8,0,1,1,test,1,1,1
20026,MB-S4B-R3E,MB,S4B-R3E,upper,2.2,2.75,1,2,2,test,2,2,2
20027,MB-S4B-R3E,MB,S4B-R3E,upper,2.38,3.2,0,3,3,test,3,3,3
20028,MB-S4B-R3E,MB,S4B-R3E,upper,2.18,3.15,0,4,4,test,4,4,4
20029,MB-S4B-R3E,MB,S4B-R3E,upper,2.15,2.98,0,5,5,test,5,5,5
20030,MB-S4B-R3E,MB,S4B-R3E,upper,2.65,3.4,1,1,1,test,1,1,1
20031,MB-S4B-R3E,MB,S4B-R3E,upper,1.82,2.45,0,2,2,test,2,2,2
20032,MB-S4B-R3E,MB,S4B-R3E,upper,2.95,3.6,0,3,3,test,3,3,3
20033,MB-S4B-R3E,MB,S4B-R3E,upper,1.85,2.4,0,4,4,test,4,4,4
20034,MB-S4B-R3E,MB,S4B-R3E,upper,2.42,3.4,0,5,5,test,5,5,5
20035,MB-S4B-R3E,MB,S4B-R3E,upper,2.35,3,1,1,1,test,1,1,1
20036,MB-S4B-R3E,MB,S4B-R3E,upper,2.05,2.7,0,2,2,test,2,2,2
20037,MB-S4B-R3E,MB,S4B-R3E,upper,2.42,3,0,3,3,test,3,3,3
20038,MB-S4B-R3E,MB,S4B-R3E,upper,1.82,2.75,0,4,4,test,4,4,4
20039,MB-S4B-R3E,MB,S4B-R3E,upper,2.25,2.85,0,5,5,test,5,5,5
20040,MB-S4B-R3E,MB,S4B-R3E,upper,2.45,3,0,1,1,test,1,1,1
20041,MB-S4B-R3E,MB,S4B-R3E,upper,2.18,2.85,0,2,2,test,2,2,2
20042,MB-S4B-R3E,MB,S4B-R3E,upper,2,2.7,0,3,3,test,3,3,3
20043,MB-S4B-R3E,MB,S4B-R3E,upper,2.55,3.2,0,4,4,test,4,4,4
20044,MB-S4B-R3E,MB,S4B-R3E,upper,2.74,3.3,0,5,5,test,5,5,5
20045,MB-S4B-R3E,MB,S4B-R3E,upper,2.66,3.3,0,1,1,test,1,1,1
20046,MB-S4B-R3E,MB,S4B-R3E,upper,2.4,3,0,2,2,test,2,2,2
20047,MB-S4B-R3E,MB,S4B-R3E,upper,2.45,3,0,3,3,test,3,3,3
20048,MB-S4B-R3E,MB,S4B-R3E,upper,2.08,2.6,0,4,4,test,4,4,4
20049,MB-S4B-R3E,MB,S4B-R3E,upper,2.05,2.6,0,5,5,test,5,5,5
20050,MB-S4B-R3E,MB,S4B-R3E,upper,2.22,2.75,0,1,1,test,1,1,1
20051,MB-S4B-R3E,MB,S4B-R3E,upper,2.38,3,0,2,2,test,2,2,2
20052,MB-S4B-R3E,MB,S4B-R3E,upper,2.62,3.4,1,3,3,test,3,3,3
20053,MB-S4B-R3E,MB,S4B-R3E,upper,2.55,3.2,0,4,4,test,4,4,4
20054,MB-S4B-R3E,MB,S4B-R3E,upper,2.62,3.2,0,5,5,test,5,5,5
20055,MB-S4B-R3E,MB,S4B-R3E,upper,2.15,2.85,0,1,1,test,1,1,1
20056,MB-S4B-R3E,MB,S4B-R3E,upper,2.25,2.95,0,2,2,test,2,2,2
20057,MB-S4B-R3E,MB,S4B-R3E,upper,2.26,3,0,3,3,test,3,3,3
20058,MB-S4B-R3E,MB,S4B-R3E,upper,1.7,2.5,1,4,4,test,4,4,4
20059,MB-S4B-R3E,MB,S4B-R3E,upper,2.22,2.85,0,5,5,test,5,5,5
21000,HD-S4B-R3E,HD,S4B-R3E,upper,1.72,2.32,1,1,1,test,1,1,1
21001,HD-S4B-R3E,HD,S4B-R3E,upper,2.7,3.4,0,2,2,test,2,2,2
21002,HD-S4B-R3E,HD,S4B-R3E,upper,2.72,3.4,0,3,3,test,3,3,3
21003,HD-S4B-R3E,HD,S4B-R3E,upper,1.85,2.5,0,4,4,test,4,4,4
21004,HD-S4B-R3E,HD,S4B-R3E,upper,2.3,3.05,0,5,5,test,5,5,5
21005,HD-S4B-R3E,HD,S4B-R3E,upper,2.2,3,0,1,1,test,1,1,1
21006,HD-S4B-R3E,HD,S4B-R3E,upper,1.12,2,0,2,2,test,2,2,2
21007,HD-S4B-R3E,HD,S4B-R3E,upper,1.97,2.6,0,3,3,test,3,3,3
21008,HD-S4B-R3E,HD,S4B-R3E,upper,2.3,3,0,4,4,test,4,4,4
21009,HD-S4B-R3E,HD,S4B-R3E,upper,2.25,2.82,0,5,5,test,5,5,5
21010,HD-S4B-R3E,HD,S4B-R3E,upper,2.2,2.9,1,1,1,test,1,1,1
21011,HD-S4B-R3E,HD,S4B-R3E,upper,2,2.8,0,2,2,test,2,2,2
21012,HD-S4B-R3E,HD,S4B-R3E,upper,2.54,3.2,0,3,3,test,3,3,3
21013,HD-S4B-R3E,HD,S4B-R3E,upper,2.15,2.85,1,4,4,test,4,4,4
21014,HD-S4B-R3E,HD,S4B-R3E,upper,1.95,2.75,0,5,5,test,5,5,5
21015,HD-S4B-R3E,HD,S4B-R3E,upper,2.1,3,1,1,1,test,1,1,1
21016,HD-S4B-R3E,HD,S4B-R3E,upper,1.74,2.45,0,2,2,test,2,2,2
21017,HD-S4B-R3E,HD,S4B-R3E,upper,1.9,2.85,1,3,3,test,3,3,3
21018,HD-S4B-R3E,HD,S4B-R3E,upper,2.55,3.2,0,4,4,test,4,4,4
21019,HD-S4B-R3E,HD,S4B-R3E,upper,2.05,2.75,1,5,5,test,5,5,5
21020,HD-S4B-R3E,HD,S4B-R3E,upper,0.6,1.5,0,1,1,test,1,1,1
21021,HD-S4B-R3E,HD,S4B-R3E,upper,2.52,3.2,0,2,2,test,2,2,2
21022,HD-S4B-R3E,HD,S4B-R3E,upper,2.3,3,0,3,3,test,3,3,3
21023,HD-S4B-R3E,HD,S4B-R3E,upper,0.45,1.25,0,4,4,test,4,4,4
21024,HD-S4B-R3E,HD,S4B-R3E,upper,2.15,2.9,0,5,5,test,5,5,5
21025,HD-S4B-R3E,HD,S4B-R3E,upper,1.75,2.65,0,1,1,test,1,1,1
21026,HD-S4B-R3E,HD,S4B-R3E,upper,1.55,2.3,1,2,2,test,2,2,2
21027,HD-S4B-R3E,HD,S4B-R3E,upper,1.35,2,1,3,3,test,3,3,3
21028,HD-S4B-R3E,HD,S4B-R3E,upper,2.12,2.8,0,4,4,test,4,4,4
21029,HD-S4B-R3E,HD,S4B-R3E,upper,1.2,2,0,5,5,test,5,5,5
21030,HD-S4B-R3E,HD,S4B-R3E,upper,1.45,2.2,0,1,1,test,1,1,1
21031,HD-S4B-R3E,HD,S4B-R3E,upper,2.2,2.82,0,2,2,test,2,2,2
21032,HD-S4B-R3E,HD,S4B-R3E,upper,2.18,2.95,0,3,3,test,3,3,3
21033,HD-S4B-R3E,HD,S4B-R3E,upper,2.18,3,1,4,4,test,4,4,4
21034,HD-S4B-R3E,HD,S4B-R3E,upper,2.28,3,0,5,5,test,5,5,5
21035,HD-S4B-R3E,HD,S4B-R3E,upper,2.78,3.45,0,1,1,test,1,1,1
21036,HD-S4B-R3E,HD,S4B-R3E,upper,1.6,2.4,1,2,2,test,2,2,2
21037,HD-S4B-R3E,HD,S4B-R3E,upper,2.01,2.75,0,3,3,test,3,3,3
21038,HD-S4B-R3E,HD,S4B-R3E,upper,1.92,2.6,0,4,4,test,4,4,4
21039,HD-S4B-R3E,HD,S4B-R3E,upper,1.92,2.6,0,5,5,test,5,5,5
21040,HD-S4B-R3E,HD,S4B-R3E,upper,2.5,3.2,0,1,1,test,1,1,1
21041,HD-S4B-R3E,HD,S4B-R3E,upper,2.22,3,0,2,2,test,2,2,2
21042,HD-S4B-R3E,HD,S4B-R3E,upper,2.15,2.8,1,3,3,test,3,3,3
21043,HD-S4B-R3E,HD,S4B-R3E,upper,2.15,2.85,1,4,4,test,4,4,4
21044,HD-S4B-R3E,HD,S4B-R3E,upper,2,2.7,0,5,5,test,5,5,5
21045,HD-S4B-R3E,HD,S4B-R3E,upper,1.68,2.45,0,1,1,test,1,1,1
21046,HD-S4B-R3E,HD,S4B-R3E,upper,1.85,2.65,1,2,2,test,2,2,2
21047,HD-S4B-R3E,HD,S4B-R3E,upper,3.5,4.25,1,3,3,test,3,3,3
21048,HD-S4B-R3E,HD,S4B-R3E,upper,2.46,3.25,1,4,4,test,4,4,4
21049,HD-S4B-R3E,HD,S4B-R3E,upper,2.02,2.8,0,5,5,test,5,5,5
21050,HD-S4B-R3E,HD,S4B-R3E,upper,3.22,4,1,1,1,test,1,1,1
21051,HD-S4B-R3E,HD,S4B-R3E,upper,1.5,2.25,1,2,2,test,2,2,2
21052,HD-S4B-R3E,HD,S4B-R3E,upper,1.22,2,1,3,3,test,3,3,3
21053,HD-S4B-R3E,HD,S4B-R3E,upper,1.85,2.6,1,4,4,test,4,4,4
21054,HD-S4B-R3E,HD,S4B-R3E,upper,2.3,3,0,5,5,test,5,5,5
21055,HD-S4B-R3E,HD,S4B-R3E,upper,2.3,3.22,1,1,1,test,1,1,1
21056,HD-S4B-R3E,HD,S4B-R3E,upper,2.18,3,1,2,2,test,2,2,2
21057,HD-S4B-R3E,HD,S4B-R3E,upper,2.25,3,0,3,3,test,3,3,3
21058,HD-S4B-R3E,HD,S4B-R3E,upper,2.22,3.01,0,4,4,test,4,4,4
21059,HD-S4B-R3E,HD,S4B-R3E,upper,2.18,3.2,1,5,5,test,5,5,5
22000,HH-S4B-R3E,HH,S4B-R3E,upper,1.71,2.4,0,1,1,test,1,1,1
22001,HH-S4B-R3E,HH,S4B-R3E,upper,1.95,2.6,1,2,2,test,2,2,2
22002,HH-S4B-R3E,HH,S4B-R3E,upper,1.75,2.4,0,3,3,test,3,3,3
22003,HH-S4B-R3E,HH,S4B-R3E,upper,1.88,2.6,0,4,4,test,4,4,4
22004,HH-S4B-R3E,HH,S4B-R3E,upper,2.15,3,1,5,5,test,5,5,5
22005,HH-S4B-R3E,HH,S4B-R3E,upper,1.72,2.6,0,1,1,test,1,1,1
22006,HH-S4B-R3E,HH,S4B-R3E,upper,2,2.65,1,2,2,test,2,2,2
22007,HH-S4B-R3E,HH,S4B-R3E,upper,2.32,3.02,0,3,3,test,3,3,3
22008,HH-S4B-R3E,HH,S4B-R3E,upper,2.42,3,1,4,4,test,4,4,4
22009,HH-S4B-R3E,HH,S4B-R3E,upper,1.76,2.45,0,5,5,test,5,5,5
22010,HH-S4B-R3E,HH,S4B-R3E,upper,1.8,2.45,1,1,1,test,1,1,1
22011,HH-S4B-R3E,HH,S4B-R3E,upper,3.35,4,0,2,2,test,2,2,2
22012,HH-S4B-R3E,HH,S4B-R3E,upper,2.57,3.2,0,3,3,test,3,3,3
22013,HH-S4B-R3E,HH,S4B-R3E,upper,2.2,2.9,0,4,4,test,4,4,4
22014,HH-S4B-R3E,HH,S4B-R3E,upper,1.68,2.3,0,5,5,test,5,5,5
22015,HH-S4B-R3E,HH,S4B-R3E,upper,2.06,2.8,1,1,1,test,1,1,1
22016,HH-S4B-R3E,HH,S4B-R3E,upper,2.14,2.8,0,2,2,test,2,2,2
22017,HH-S4B-R3E,HH,S4B-R3E,upper,2.15,2.82,0,3,3,test,3,3,3
22018,HH-S4B-R3E,HH,S4B-R3E,upper,2.12,2.85,0,4,4,test,4,4,4
22019,HH-S4B-R3E,HH,S4B-R3E,upper,2.4,3.15,0,5,5,test,5,5,5
22020,HH-S4B-R3E,HH,S4B-R3E,upper,1.46,2.2,1,1,1,test,1,1,1
22021,HH-S4B-R3E,HH,S4B-R3E,upper,1.92,2.6,0,2,2,test,2,2,2
22022,HH-S4B-R3E,HH,S4B-R3E,upper,1.9,2.6,0,3,3,test,3,3,3
22023,HH-S4B-R3E,HH,S4B-R3E,upper,2.28,3,1,4,4,test,4,4,4
22024,HH-S4B-R3E,HH,S4B-R3E,upper,1.58,2.22,1,5,5,test,5,5,5
22025,HH-S4B-R3E,HH,S4B-R3E,upper,2.8,3.4,0,1,1,test,1,1,1
22026,HH-S4B-R3E,HH,S4B-R3E,upper,1.4,2.22,1,2,2,test,2,2,2
22027,HH-S4B-R3E,HH,S4B-R3E,upper,2.24,2.82,0,3,3,test,3,3,3
22028,HH-S4B-R3E,HH,S4B-R3E,upper,1.94,2.6,0,4,4,test,4,4,4
22029,HH-S4B-R3E,HH,S4B-R3E,upper,1.95,2.6,1,5,5,test,5,5,5
22030,HH-S4B-R3E,HH,S4B-R3E,upper,2.15,2.8,0,1,1,test,1,1,1
22031,HH-S4B-R3E,HH,S4B-R3E,upper,1.92,2.6,0,2,2,test,2,2,2
22032,HH-S4B-R3E,HH,S4B-R3E,upper,2.12,2.8,0,3,3,test,3,3,3
22033,HH-S4B-R3E,HH,S4B-R3E,upper,1.6,2.25,0,4,4,test,4,4,4
22034,HH-S4B-R3E,HH,S4B-R3E,upper,2.38,3,0,5,5,test,5,5,5
22035,HH-S4B-R3E,HH,S4B-R3E,upper,2.8,3.45,0,1,1,test,1,1,1
22036,HH-S4B-R3E,HH,S4B-R3E,upper,2.45,3.2,1,2,2,test,2,2,2
22037,HH-S4B-R3E,HH,S4B-R3E,upper,1.95,2.7,0,3,3,test,3,3,3
22038,HH-S4B-R3E,HH,S4B-R3E,upper,1.52,2.25,0,4,4,test,4,4,4
22039,HH-S4B-R3E,HH,S4B-R3E,upper,2.15,2.85,1,5,5,test,5,5,5
22040,HH-S4B-R3E,HH,S4B-R3E,upper,1.95,2.6,1,1,1,test,1,1,1
