,track-id,building,type,position,type-position,x-pos,y-pos,z-pos,floor,noisy,event-start-s,event-end-s
2679,A-089029.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.66,
2680,A-089030.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.49,
2681,A-089031.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,2.01,
2682,A-089032.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.48,
2683,A-089033.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.47,
2684,A-089034.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.4,
2685,A-089035.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.34,
2686,A-089036.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.68,
2687,A-089037.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.24,
2688,A-089038.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.87,
2689,A-089039.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.7,
2690,A-089040.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.48,
2691,A-089041.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.27,
2692,A-089042.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.79,
2693,A-089043.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.91,
2694,A-089044.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.88,
2695,A-089045.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.58,
2696,A-089046.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.2,
2697,A-089047.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.46,
2698,A-089048.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.15,
2699,A-089049.m4a,A,HH,3F10m,HH-3F10m,10,4,2.05,1,0,1.73,
2700,A-090000.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.65,
2701,A-090001.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.8,
2702,A-090002.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.82,
2703,A-090003.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.64,
2704,A-090004.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.73,
2705,A-090005.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.17,
2706,A-090006.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.67,
2707,A-090007.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.88,
2708,A-090008.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.78,
2709,A-090009.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.96,
2710,A-090010.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.68,
2711,A-090011.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.51,
2712,A-090012.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.02,
2713,A-090013.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.87,
2714,A-090014.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.01,
2715,A-090015.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.9,
2716,A-090016.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.36,
2717,A-090017.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.2,
2718,A-090018.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.56,
2719,A-090019.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.85,
2720,A-090020.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.08,
2721,A-090021.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.93,
2722,A-090022.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.88,
2723,A-090023.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.8,
2724,A-090024.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.11,
2725,A-090025.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.75,
2726,A-090026.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.65,
2727,A-090027.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.93,
2728,A-090028.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.59,
2729,A-090029.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.96,
2730,A-090030.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.72,
2731,A-090031.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.07,
2732,A-090032.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.92,
2733,A-090033.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.45,
2734,A-090034.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.1,
2735,A-090035.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.66,
2736,A-090036.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.48,
2737,A-090037.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.48,
2738,A-090038.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.86,
2739,A-090039.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.92,
2740,A-090040.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.75,
2741,A-090041.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.03,
2742,A-090042.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.55,
2743,A-090043.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.84,
2744,A-090044.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.21,
2745,A-090045.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.99,
2746,A-090046.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.93,
2747,A-090047.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.39,
2748,A-090048.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,1.38,
2749,A-090049.m4a,A,MB,3F10m,MB-3F10m,10,4,2.05,1,0,2.22,
2750,A-091000.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.13,
2751,A-091001.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.13,
2752,A-091002.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.12,
2753,A-091003.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.11,
2754,A-091004.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.08,
2755,A-091005.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.24,
2756,A-091006.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.02,
2757,A-091007.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.25,
2758,A-091008.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.58,
2759,A-091009.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.16,
2760,A-091010.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.1,
2761,A-091011.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.55,
2762,A-091012.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.21,
2763,A-091013.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.17,
2764,A-091014.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.44,
2765,A-091015.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.13,
2766,A-091016.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.21,
2767,A-091017.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.29,
2768,A-091018.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.25,
2769,A-091019.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.1,
2770,A-091020.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.44,
2771,A-091021.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,0.74,
2772,A-091022.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.15,
2773,A-091023.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.33,
2774,A-091024.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.25,
2775,A-091025.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.46,
2776,A-091026.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.27,
2777,A-091027.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.35,
2778,A-091028.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.2,
2779,A-091029.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.33,
2780,A-091030.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.43,
2781,A-091031.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,0.99,
2782,A-091032.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.23,
2783,A-091033.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.19,
2784,A-091034.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.28,
2785,A-091035.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.01,
2786,A-091036.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.35,
2787,A-091037.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.53,
2788,A-091038.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.17,
2789,A-091039.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.27,
2790,A-091040.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.17,
2791,A-091041.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.15,
2792,A-091042.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.07,
2793,A-091043.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.16,
2794,A-091044.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.4,
2795,A-091045.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.14,
2796,A-091046.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,0.99,
2797,A-091047.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.21,
2798,A-091048.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,0.9,
2799,A-091049.m4a,A,HH,3F11m,HH-3F11m,11,4,2.05,1,0,1.17,
2800,A-092000.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.01,
2801,A-092001.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.63,
2802,A-092002.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.59,
2803,A-092003.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.32,
2804,A-092004.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.88,
2805,A-092005.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.73,
2806,A-092006.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.76,
2807,A-092007.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.75,
2808,A-092008.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.51,
2809,A-092009.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.5,
2810,A-092010.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.16,
2811,A-092011.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.2,
2812,A-092012.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.76,
2813,A-092013.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.47,
2814,A-092014.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.46,
2815,A-092015.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.49,
2816,A-092016.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.06,
2817,A-092017.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.31,
2818,A-092018.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.71,
2819,A-092019.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.83,
2820,A-092020.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.14,
2821,A-092021.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.15,
2822,A-092022.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.58,
2823,A-092023.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.17,
2824,A-092024.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.87,
2825,A-092025.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.81,
2826,A-092026.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.71,
2827,A-092027.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2,
2828,A-092028.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.81,
2829,A-092029.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.21,
2830,A-092030.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.8,
2831,A-092031.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.63,
2832,A-092032.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.75,
2833,A-092033.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.82,
2834,A-092034.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.89,
2835,A-092035.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.36,
2836,A-092036.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.88,
2837,A-092037.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.26,
2838,A-092038.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.13,
2839,A-092039.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.97,
2840,A-092040.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.36,
2841,A-092041.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.14,
2842,A-092042.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.93,
2843,A-092043.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.9,
2844,A-092044.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.5,
2845,A-092045.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2,
2846,A-092046.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,2.08,
2847,A-092047.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.58,
2848,A-092048.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.93,
2849,A-092049.m4a,A,MB,3F11m,MB-3F11m,11,4,2.05,1,0,1.85,
2850,A-093000.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.37,1.72
2851,A-093001.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.2,1.56
2852,A-093002.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.23,1.57
2853,A-093003.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.23,1.52
2854,A-093004.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.5,1.9
2855,A-093005.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.01,1.4
2856,A-093006.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.12,1.53
2857,A-093007.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,0.87,1.3
2858,A-093008.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.15,1.5
2859,A-093009.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.79,2.16
2860,A-093010.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.01,1.37
2861,A-093011.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.56,1.86
2862,A-093012.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.14,1.48
2863,A-093013.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.17,1.56
2864,A-093014.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.37,1.87
2865,A-093015.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.6,2.38
2866,A-093016.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.27,1.65
2867,A-093017.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.28,1.66
2868,A-093018.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.15,1.54
2869,A-093019.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.42,1.8
2870,A-093020.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.05,1.43
2871,A-093021.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.31,1.82
2872,A-093022.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.35,1.74
2873,A-093023.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,0.73,1.14
2874,A-093024.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.72,2.16
2875,A-093025.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.08,1.5
2876,A-093026.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.1,1.44
2877,A-093027.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,0.95,1.44
2878,A-093028.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.01,1.42
2879,A-093029.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.07,1.4
2880,A-093030.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.48,1.81
2881,A-093031.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.23,1.51
2882,A-093032.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.15,1.47
2883,A-093033.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.03,1.38
2884,A-093034.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.26,1.66
2885,A-093035.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.7,2.01
2886,A-093036.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.52,1.88
2887,A-093037.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.31,1.6
2888,A-093038.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.37,1.75
2889,A-093039.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.33,1.63
2890,A-093040.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.05,1.39
2891,A-093041.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.53,1.85
2892,A-093042.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.02,1.36
2893,A-093043.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,2.36,2.74
2894,A-093044.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.33,1.71
2895,A-093045.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.67,2.14
2896,A-093046.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.3,1.6
2897,A-093047.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.51,1.87
2898,A-093048.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.24,1.7
2899,A-093049.m4a,A,HH,3F12m,HH-3F12m,12,4,2.05,1,0,1.44,2.16
2900,A-094000.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.63,
2901,A-094001.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.88,
2902,A-094002.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.61,
2903,A-094003.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.77,
2904,A-094004.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.73,
2905,A-094005.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.6,
2906,A-094006.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.61,
2907,A-094007.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.72,
2908,A-094008.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,2.11,
2909,A-094009.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.44,
2910,A-094010.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.71,
2911,A-094011.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.68,
2912,A-094012.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,2.47,
2913,A-094013.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,2.16,
2914,A-094014.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.64,
2915,A-094015.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.48,
2916,A-094016.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.59,
2917,A-094017.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,2.21,
2918,A-094018.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.41,
2919,A-094019.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.78,
2920,A-094020.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.59,
2921,A-094021.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.43,
2922,A-094022.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.39,
2923,A-094023.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.7,
2924,A-094024.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.77,
2925,A-094025.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.6,
2926,A-094026.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.38,
2927,A-094027.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.67,
2928,A-094028.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,2.16,
2929,A-094029.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.45,
2930,A-094030.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.26,
2931,A-094031.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.67,
2932,A-094032.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.72,
2933,A-094033.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.39,
2934,A-094034.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.37,
2935,A-094035.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.7,
2936,A-094036.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.45,
2937,A-094037.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.67,
2938,A-094038.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.93,
2939,A-094039.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.31,
2940,A-094040.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.56,
2941,A-094041.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.7,
2942,A-094042.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.75,
2943,A-094043.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.88,
2944,A-094044.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.78,
2945,A-094045.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.8,
2946,A-094046.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.58,
2947,A-094047.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.41,
2948,A-094048.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.68,
2949,A-094049.m4a,A,MB,3F12m,MB-3F12m,12,4,2.05,1,0,1.71,
2950,B-000000.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.57,
2951,B-000001.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.59,
2952,B-000002.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.4,
2953,B-000003.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.26,
2954,B-000004.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.45,
2955,B-000005.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,2.07,
2956,B-000006.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,0.76,
2957,B-000007.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.3,
2958,B-000008.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.54,
2959,B-000009.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,0.68,
2960,B-000010.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.37,
2961,B-000011.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.35,
2962,B-000012.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.59,
2963,B-000013.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.33,
2964,B-000014.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.31,
2965,B-000015.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,2.25,
2966,B-000016.m4a,B,MB,S3A-R4E,MB-S3A-R4E,-2.2,0,-4,-1,UNKNOWN,1.45,
